,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,A Indx,density,pH,sulphates,Vit Indx,quality,Type
1523,5.1,0.33,0.27,high,0.022,44,129,11.81847754,0.99221,3.36,low,medium,high,Lemon_Juice
1524,,0.29,0.2,very_high,0.045,45,187,13.0211981,0.9972,,low,low,,
1525,6.8,0.22,0.36,very_low,0.052,38,127,,0.9933,3.04,medium,very_low,low,Lemon_Juice
1526,6.8,0.27,0.3,very_high,0.047,69,160,14.98430916,0.99705,3.16,low,low,high,Lemon_Juice
1527,7,0.13,0.37,very_high,0.042,36,105,16.28249765,0.99581,3.05,medium,low,high,Lemon_Juice
1528,6.5,0.29,0.3,very_high,0.051,25,166,14.46165461,0.99339,3.24,medium,medium,high,Lemon_Juice
1529,,0.17,0.28,very_low,0.034,55,108,14.78908306,0.98939,3,medium,medium,,Lemon_Juice
1530,6.2,0.36,0.45,very_high,0.06,22,184,15.09610957,0.99711,3.31,medium,low,high,Lemon_Juice
1531,7.4,0.3,0.49,very_high,0.055,49,188,17.07833054,0.9974,3.52,medium,low,high,Lemon_Juice
1532,8.6,0.31,0.3,very_low,0.045,16,109,18.29092785,0.99249,2.95,low,low,,
1533,6,0.43,0.34,high,0.045,25,,13.54949979,,3.03,low,medium,high,Lemon_Juice
1534,6.6,0.28,0.41,,0.046,59,194,14.97019228,0.99558,3.14,low,low,low,Lemon_Juice
1535,5.6,,0.28,very_low,0.031,33,97,12.55524435,0.99126,3.49,medium,medium,high,Lemon_Juice
1536,6.9,0.22,0.49,high,0.063,50,168,,0.9957,3.54,low,low,high,Lemon_Juice
1537,6.6,,0.24,very_low,,23,,15.26153039,0.9946,3.32,medium,low,low,
1538,7.1,0.26,0.32,very_high,0.074,29,107,16.05180333,0.998,2.96,low,very_low,high,Lemon_Juice
1539,6,0.42,0.19,very_low,0.075,22,47,13.63721111,0.99522,,medium,low,high,Orange_Juice
1540,8,0.27,0.25,very_high,0.045,50,208,17.27194013,1.00051,3.05,low,very_low,high,Lemon_Juice
1541,6.8,0.28,0.17,very_high,0.047,49,,14.94556326,0.9983,3.21,medium,very_low,high,Lemon_Juice
1542,6.3,0.34,0.28,very_high,,49,198,13.82082818,0.9977,3.23,low,low,low,Lemon_Juice
1543,6.4,0.26,0.21,very_high,0.05,51,182,13.60362191,0.99542,3.23,low,low,low,Lemon_Juice
1544,11.4,,0.49,low,0.085,10,41,25.35532648,0.9994,3.15,medium,low,high,Orange_Juice
1545,7,0.12,0.29,very_high,0.039,41,98,14.71835092,0.99564,3.19,low,low,high,Lemon_Juice
1546,6.8,0.21,0.55,very_high,0.053,34,159,15.35183289,0.99805,2.93,low,very_low,low,Lemon_Juice
1547,6.1,0.32,0.25,very_low,0.086,5,32,14.53413747,0.99464,3.36,low,low,low,Orange_Juice
1548,6.9,0.17,0.25,very_low,0.047,34,132,15.22044361,0.9914,3.16,low,medium,low,Lemon_Juice
1549,7.5,0.41,0.23,very_high,0.054,28,174,16.32532552,0.99898,3.18,low,low,low,Lemon_Juice
1550,6.8,0.21,0.55,very_high,0.053,34,159,15.79961711,0.99805,2.93,low,very_low,low,Lemon_Juice
1551,6.1,0.3,0.3,low,0.031,50,163,13.36688615,0.9895,3.39,low,high,high,Lemon_Juice
1552,,0.18,0.38,very_high,0.049,44,176,15.5574246,0.9958,3.3,medium,low,high,Lemon_Juice
1553,6.9,0.3,0.3,very_high,0.037,4,28,14.93736927,0.99184,3.07,low,high,high,Lemon_Juice
1554,7.1,0.735,0.16,very_low,0.1,15,77,15.67934695,0.9966,3.27,medium,very_low,low,Orange_Juice
1555,6.6,0.19,0.43,very_high,0.045,53,154,15.17009254,0.99752,3.52,medium,low,high,Lemon_Juice
1556,7.6,0.48,0.28,very_high,,57,205,16.81797796,0.99748,3.24,low,very_low,low,Lemon_Juice
1557,6.5,0.17,0.31,very_low,0.041,34,121,14.49269434,0.99092,3.06,,low,high,Lemon_Juice
1558,6.6,0.905,0.19,very_low,0.048,17,204,15.27042255,0.9934,3.34,medium,low,low,Lemon_Juice
1559,7.5,0.21,0.68,very_high,0.045,38,133,17.46800459,0.9978,3,low,very_low,low,Lemon_Juice
1560,6.7,0.22,0.37,very_low,0.028,24,102,14.67454678,0.9913,3.29,medium,medium,high,Lemon_Juice
1561,8.3,0.43,0.3,low,0.079,7,34,18.45990502,0.99788,3.36,medium,low,low,Orange_Juice
1562,8,0.45,0.28,very_high,0.051,25,157,17.19325618,0.9957,3.06,low,medium,high,Lemon_Juice
1563,7.1,0.13,0.38,very_low,0.046,14,114,15.95397666,0.9925,3.32,medium,medium,high,Lemon_Juice
1564,8,1.18,0.21,very_low,0.083,14,41,17.39700107,,3.34,low,low,low,Orange_Juice
1565,7.4,0.19,0.3,very_high,0.053,48.5,229,15.82816641,0.9986,3.14,low,very_low,high,Lemon_Juice
1566,6.3,0.34,,medium,0.041,22,145,14.0496071,0.9943,3.15,medium,low,low,Lemon_Juice
1567,8,0.24,0.48,high,0.047,13,134,17.97013714,0.99616,3.23,medium,low,low,Lemon_Juice
1568,7.6,0.19,0.41,very_low,0.04,38,143,16.48234249,0.9907,2.92,low,medium,low,Lemon_Juice
1569,7.8,0.32,0.33,very_high,0.031,47,194,17.17553122,0.99692,3.07,medium,low,high,Lemon_Juice
1570,5.9,0.22,0.38,very_low,0.046,24,90,13.7679996,0.99232,,,low,high,Lemon_Juice
1571,8.1,0.56,0.28,very_low,0.368,16,56,18.12111494,0.9968,3.11,high,very_low,low,Orange_Juice
1572,6.3,0.34,0.27,low,0.024,40,152,13.60705402,0.99095,3.35,medium,medium,high,Lemon_Juice
1573,8.4,0.36,0.32,low,0.081,32,79,18.30530968,0.9964,3.3,medium,medium,high,Orange_Juice
1574,,0.28,0.24,very_high,0.047,42,111,13.08000601,0.99896,3.1,low,very_low,high,Lemon_Juice
1575,6.8,0.37,0.51,very_high,0.044,62,163,16.1261058,0.9976,,low,very_low,low,Lemon_Juice
1576,,0.26,0.49,,0.047,54,191,15.36611458,0.9954,3.23,low,low,high,Lemon_Juice
1577,6.6,0.28,0.34,very_low,0.037,42,119,14.40751073,0.9888,3.03,low,high,high,Lemon_Juice
1578,5.7,0.16,0.32,very_low,0.036,7,89,12.61799867,0.99111,3.26,low,medium,low,Lemon_Juice
1579,6.4,0.23,0.35,very_high,0.042,54,140,14.18915897,0.9967,3.23,low,very_low,low,Lemon_Juice
1580,7.2,0.2,0.28,very_low,0.028,13,168,15.72115507,0.99203,3.17,high,medium,high,Lemon_Juice
1581,7.3,0.735,0,low,0.08,18,28,15.56446945,0.99765,3.41,medium,low,low,
1582,6.6,0.16,0.25,very_high,0.049,59.5,,15.01607231,,3.16,low,low,high,Lemon_Juice
1583,6.2,0.18,0.3,very_low,0.031,23,73,14.11593256,0.99032,3.23,medium,medium,high,Lemon_Juice
1584,7.8,0.64,0,very_low,0.072,27,55,,0.9962,3.31,,,low,Orange_Juice
1585,8.4,0.35,0.56,very_high,0.048,55,190,18.87136619,0.9993,,medium,low,high,Lemon_Juice
1586,6,0.19,0.29,very_low,0.046,29,92,13.66528944,0.99033,3.22,medium,medium,high,Lemon_Juice
1587,6.8,0.22,0.35,very_high,0.039,38,153,15.21574014,0.9994,3.24,low,very_low,high,Lemon_Juice
1588,9.4,0.27,0.53,low,0.074,6,18,20.80346009,0.9962,3.2,,medium,high,Orange_Juice
1589,10.7,0.22,0.56,very_high,0.044,37,181,23.71120322,0.998,2.87,medium,low,high,Lemon_Juice
1590,7.9,0.46,0.4,very_high,,19,184,17.67671319,,3.06,medium,low,low,Lemon_Juice
1591,9,0.48,0.32,low,0.084,21,122,19.95709107,0.9984,3.32,medium,low,low,Orange_Juice
1592,5.8,0.25,0.26,very_high,0.051,44,148,12.97930415,0.9972,3.29,low,very_low,low,
1593,7.6,0.39,0.32,low,0.035,22,93,16.8291239,0.99144,3.08,medium,high,high,Lemon_Juice
1594,6.5,0.43,0.28,very_high,0.056,23,174,13.63827248,0.9986,3.31,medium,very_low,low,Lemon_Juice
1595,7.2,0.08,0.49,very_low,0.05,18,,16.30562073,0.9945,3.46,low,low,high,Lemon_Juice
1596,6.6,0.26,0.46,high,0.047,59,183,15.20431205,0.99594,3.2,low,very_low,low,Lemon_Juice
1597,6.1,0.19,,low,0.041,24,99,13.78238043,0.99153,3.18,low,medium,high,Lemon_Juice
1598,13.7,0.415,0.68,low,0.085,17,,30.67943974,1.0014,3.06,medium,low,high,
1599,,0.33,0.44,high,0.024,9,87,19.20459488,0.9917,2.96,low,high,high,Lemon_Juice
1600,7.4,0.4,,medium,0.044,31,122,17.02999318,,3.3,low,medium,high,Lemon_Juice
1601,5.4,0.42,0.27,very_low,0.092,23,55,12.62757419,0.99471,3.78,medium,high,high,Orange_Juice
1602,6.5,0.26,0.34,very_low,0.04,25,184,14.14655064,0.99216,,low,low,low,Lemon_Juice
1603,7.4,0.3,0.32,very_low,0.03,23,128,16.55804444,0.9929,3.17,medium,medium,low,Lemon_Juice
1604,6,0.13,0.28,medium,0.038,56,189.5,13.66063917,0.9948,3.59,low,low,high,Lemon_Juice
1605,6.9,0.26,0.31,high,0.039,37,175,15.10072502,0.99376,3.32,low,medium,high,Lemon_Juice
1606,6,0.23,0.15,very_high,0.048,101,207,13.46820735,0.99571,3.05,,very_low,low,Lemon_Juice
1607,7.2,0.39,0.54,very_low,0.157,34,132,16.38903088,0.99449,,medium,very_low,high,Lemon_Juice
1608,8.2,0.18,0.31,very_high,0.039,96,249,17.79894638,0.9976,3.07,medium,low,high,Lemon_Juice
1609,6.8,0.26,,high,0.049,55,182,15.50332849,0.99582,3.21,low,low,high,Lemon_Juice
1610,6.3,0.25,0.22,low,0.048,41,161,13.71728598,0.99256,3.16,low,low,high,Lemon_Juice
1611,6.9,0.19,0.33,very_low,0.039,27,98,15.31398797,0.9898,,low,high,high,Lemon_Juice
1612,6.6,0.34,0.4,very_high,0.046,68,170,14.37315683,,3.15,low,low,high,Lemon_Juice
1613,8.3,0.34,0.4,low,0.065,24,48,18.44082674,0.99554,3.34,medium,medium,high,Orange_Juice
1614,6.4,0.14,0.31,very_low,0.034,53,138,13.63209622,0.99084,3.38,low,medium,high,Lemon_Juice
1615,6.1,0.41,0,very_low,0.063,36,87,12.62043961,0.9914,3.27,medium,medium,high,Lemon_Juice
1616,5.9,0.28,0.14,very_high,0.032,30,142,12.68825343,0.99542,3.28,low,,high,Lemon_Juice
1617,6.8,0.2,0.25,high,0.052,22,106,14.9296681,0.9935,3.09,medium,medium,low,Lemon_Juice
1618,5.6,0.66,0,low,0.087,3,11,11.91666044,0.99378,3.71,medium,high,high,Orange_Juice
1619,6.7,0.27,0.69,very_low,0.176,36,106,16.0545457,0.99288,2.96,low,very_low,high,Lemon_Juice
1620,5.3,0.2,0.31,low,0.036,22,91,12.12481775,0.99278,3.41,low,low,high,Lemon_Juice
1621,6.9,0.54,0.32,very_high,0.05,53,236,,0.9973,3.2,low,low,low,
1622,6.6,0.24,0.29,very_low,0.023,19,86,14.07805817,0.99,3.25,low,high,high,Lemon_Juice
1623,6.3,0.24,0.55,very_high,0.04,67,216,14.9224569,0.99596,3.24,low,very_low,low,Lemon_Juice
1624,8,0.25,0.26,very_high,0.043,41,248,17.78116785,0.9986,3.03,medium,very_low,high,Lemon_Juice
1625,6.2,0.36,0.24,low,0.095,19,42,,0.9946,3.57,medium,medium,high,Orange_Juice
1626,7.9,0.2,0.35,very_low,0.054,7,15,17.01668125,0.99458,,medium,medium,high,Orange_Juice
1627,7.2,0.23,0.39,low,,29,102,15.95156376,0.9908,3.26,medium,high,high,Lemon_Juice
1628,8.5,0.2,0.4,very_low,0.046,31,106,18.56005928,0.99194,3,low,low,low,Lemon_Juice
1629,6.4,0.4,,low,0.033,28,124,,0.9904,3.22,medium,high,high,Lemon_Juice
1630,6.1,0.4,0.18,very_high,0.051,28.5,259,,0.9964,3.19,low,very_low,low,Lemon_Juice
1631,5.4,0.22,0.35,,0.029,26,87,12.84165453,0.99092,3.29,low,,high,Lemon_Juice
1632,6.7,0.25,0.13,very_low,0.041,81,174,13.55811581,0.992,3.14,low,low,low,Lemon_Juice
1633,6.6,0.21,0.38,low,0.026,40,104,15.72943027,0.9914,3.25,low,medium,high,Lemon_Juice
1634,10.6,0.83,0.37,low,0.086,26,70,23.57833504,0.9981,3.16,medium,low,low,Orange_Juice
1635,7.9,0.27,0.27,,0.034,25,122,16.89100236,0.99088,2.97,medium,medium,high,Lemon_Juice
1636,6.2,0.6,0.08,very_low,0.09,32,44,13.40568202,0.9949,3.45,medium,low,low,Orange_Juice
1637,8.9,0.34,0.32,very_low,0.041,12,188,19.71588311,0.9953,3.17,low,low,low,Lemon_Juice
1638,7.1,0.6,0,very_low,0.074,16,34,14.73214184,0.9972,3.47,,low,,
1639,7.5,0.29,0.31,very_high,,20,151,17.04880093,0.9968,3.08,medium,very_low,low,Lemon_Juice
1640,7.9,,0.06,,0.087,27,61,16.54951329,0.9965,3.36,medium,low,high,Orange_Juice
1641,11.6,0.53,0.66,low,0.121,6,14,25.85663621,0.9978,3.05,medium,medium,high,Orange_Juice
1642,7,0.28,0.28,,0.039,12,83,15.37319015,0.99173,3.18,medium,medium,low,Lemon_Juice
1643,6.5,0.39,0.81,very_low,0.217,14,74,15.86553473,0.9936,3.08,medium,low,low,Lemon_Juice
1644,7.2,0.24,0.29,low,0.037,37,,16.22718499,0.992,3.27,,medium,high,Lemon_Juice
1645,5.8,0.27,0.2,high,0.04,42,145,12.98429119,0.99442,3.15,low,low,low,Lemon_Juice
1646,8.1,0.38,0.48,very_low,0.157,5,17,18.16437914,0.9976,3.3,high,low,low,
1647,7.1,0.17,0.4,very_high,0.047,47,156,15.95933091,0.99945,,medium,very_low,high,Lemon_Juice
1648,6.7,0.31,0.18,high,0.043,57,200,14.02632058,0.99566,3.17,low,low,high,Lemon_Juice
1649,8.2,0.5,0.35,low,0.077,21,127,18.37736942,0.9976,3.23,medium,low,,Orange_Juice
1650,7.1,0.85,0.49,very_high,0.028,40,184,17.402623,0.9962,3.22,low,,low,Lemon_Juice
1651,,0.28,0.49,high,0.045,48,195,18.16676542,0.9954,3.04,medium,medium,high,Lemon_Juice
1652,7.5,0.33,0.39,very_high,,29,119,17.55824863,0.9974,3.16,low,low,low,Lemon_Juice
1653,7.6,0.35,0.46,very_high,0.047,33,151,16.99987247,0.99709,3.03,medium,low,low,Lemon_Juice
1654,6.9,0.43,0.28,very_high,,29,183,15.44772295,0.99594,3.17,low,low,low,Lemon_Juice
1655,6.8,,0.28,medium,,25,100,15.0506098,0.99026,3.08,low,high,high,Lemon_Juice
1656,6,0.54,0.06,very_low,0.05,38,89,13.32500882,0.99236,3.3,low,low,high,Orange_Juice
1657,7.4,0.16,,very_low,,34,166,,0.99136,3.11,low,medium,high,Lemon_Juice
1658,6.8,0.26,0.44,very_high,0.046,52,183,14.80610418,0.99584,3.2,medium,low,low,Lemon_Juice
1659,,0.37,0.25,very_low,,21,49,14.06908503,0.9974,3.57,medium,low,high,Orange_Juice
1660,6.1,0.22,0.28,very_high,0.059,54,135,13.58089114,0.99665,3.2,low,,low,Lemon_Juice
1661,6,0.29,0.41,very_high,0.048,55,149,13.7485708,0.9937,3.09,medium,,high,Lemon_Juice
1662,6.8,0.37,0.28,low,0.03,29,79,15.21947821,0.99,3.23,low,high,high,Lemon_Juice
1663,6.4,0.34,0.2,very_high,0.06,37,162,13.71679201,0.9983,3.13,,very_low,low,Lemon_Juice
1664,6.2,0.355,0.35,very_low,0.046,31,95,14.02078587,0.98822,3.06,low,very_high,high,Lemon_Juice
1665,6.8,0.25,0.24,,0.053,41,211,14.80832298,0.9955,3.37,medium,low,,Lemon_Juice
1666,7,0.26,0.34,,0.038,25,84,16.04248779,0.99432,3.11,low,medium,high,Lemon_Juice
1667,7,0.23,0.42,medium,,37,144,15.65292214,0.99518,3.5,medium,low,high,Lemon_Juice
1668,6.9,0.38,0.29,very_high,0.048,52,189,14.81623279,0.99784,3,medium,low,high,Lemon_Juice
1669,8,0.36,0.39,very_low,0.024,26,93,17.03408429,0.99116,3.15,low,medium,high,Lemon_Juice
1670,7.3,0.48,0.32,low,0.062,31,54,16.01549303,0.99728,3.3,medium,low,high,Orange_Juice
1671,5.2,0.28,0.29,very_low,0.028,18,69,11.73477276,0.99168,3.24,medium,low,high,Lemon_Juice
1672,8,0.32,0.36,medium,0.042,56,178,,0.9928,3.29,low,medium,high,Lemon_Juice
1673,7,0.23,0.42,very_high,0.05,35,144,16.2285671,0.9999,3.22,low,very_low,,Lemon_Juice
1674,6.1,0.15,0.4,very_low,0.03,19,,14.00408475,0.98926,3.19,medium,high,high,Lemon_Juice
1675,6,0.5,0,very_low,0.057,15,26,12.25702588,0.99448,3.36,low,low,low,Orange_Juice
1676,6.4,0.5,0.2,low,0.059,19,112,13.58212942,0.99314,3.18,low,very_low,high,Lemon_Juice
1677,,0.6,0.22,low,0.08,25,105,17.21055585,0.99613,,low,low,low,Orange_Juice
1678,6,0.28,0.52,high,0.028,37,104,13.92161799,0.99161,3.28,medium,medium,high,Lemon_Juice
1679,8.1,0.78,0.23,low,0.059,5,15,17.90513569,0.997,3.37,medium,medium,low,Orange_Juice
1680,6,0.33,0.2,very_low,0.031,49,159,13.0153605,0.9919,3.41,medium,medium,high,Lemon_Juice
1681,6.6,0.21,,very_high,,64,174,14.69396567,0.995,3.07,low,low,high,Lemon_Juice
1682,7.7,0.29,0.48,low,,36,178,17.71885205,0.9931,3.17,medium,low,high,Lemon_Juice
1683,8.2,0.4,0.31,very_low,0.082,8,24,17.47718479,0.996,3.24,medium,low,high,Orange_Juice
1684,7,0.2,0.31,high,0.05,29,213,16.17055469,0.99596,3.28,medium,low,high,Lemon_Juice
1685,10.2,0.54,0.37,very_high,0.214,55,95,22.47199631,1.00369,3.18,medium,,high,Orange_Juice
1686,6.7,0.12,0.3,medium,0.048,38,,14.90900263,0.99352,3.33,low,low,high,Lemon_Juice
1687,7.5,0.51,0.02,very_low,0.084,13,31,15.91306312,0.99538,3.36,medium,low,high,Orange_Juice
1688,8.6,0.8,,low,0.084,12,31,18.69508924,0.9979,3.4,low,low,low,Orange_Juice
1689,6.8,0.4,0.29,low,0.044,27,97,15.72862034,0.9904,3.12,low,medium,high,Lemon_Juice
1690,6.8,0.48,0.08,very_low,0.074,40,64,14.02742531,0.99529,3.12,low,low,low,Orange_Juice
1691,7.2,0.635,0.07,low,0.077,16,86,16.2052701,0.99748,3.51,medium,low,low,Orange_Juice
1692,7,0.19,0.23,medium,0.123,27,104,14.9909012,0.9954,3.04,,low,high,Lemon_Juice
1693,8.5,0.44,0.5,very_low,0.369,15,,19.25281172,0.99634,3.01,high,low,low,Orange_Juice
1694,6.3,0.32,0.32,very_low,0.037,12,76,14.05000508,,,low,high,high,Lemon_Juice
1695,6,0.16,0.27,very_high,0.03,39,98,13.53719993,0.99402,3.15,low,medium,low,Lemon_Juice
1696,,0.695,0.55,very_high,0.056,58,252,14.55746556,0.99806,3.29,low,very_low,low,Lemon_Juice
1697,8,0.52,0.03,very_low,,10,35,16.94258055,0.99575,3.34,medium,low,low,Orange_Juice
1698,7,0.44,0.24,very_high,0.056,68,210,,0.99718,3.05,low,,low,Lemon_Juice
1699,7.1,0.145,0.33,medium,0.05,33,131,15.86638693,0.9942,3.28,low,low,high,Lemon_Juice
1700,6.8,0.28,0.44,very_high,0.04,58,223,15.11391306,0.9969,3.22,medium,low,low,Lemon_Juice
1701,6.9,0.44,0.42,very_high,0.048,10,147,16.06217962,0.9974,3.32,low,low,high,Lemon_Juice
1702,,0.27,,high,0.048,45,186,13.66931201,0.9962,3.23,low,very_low,low,Lemon_Juice
1703,7.9,0.18,0.49,medium,0.051,36,157,18.10875246,0.9953,3.18,low,low,high,Lemon_Juice
1704,,,,very_low,0.037,35,,14.01711231,0.99164,3.23,medium,low,high,Lemon_Juice
1705,5.8,0.21,0.32,very_low,0.045,38,95,13.00337707,0.98946,3.23,medium,high,high,Lemon_Juice
1706,7.3,0.24,,low,0.024,,116,16.37726694,0.9928,3.17,medium,medium,low,Lemon_Juice
1707,,0.3,0.36,medium,0.054,31,203,15.1543502,0.99513,3.4,medium,low,low,Lemon_Juice
1708,7.8,0.56,0.19,very_low,0.081,17,108,16.75969864,0.9962,3.32,medium,low,low,Orange_Juice
1709,7.4,0.19,0.31,very_high,0.045,39,193,16.04927122,0.9986,3.1,,very_low,high,Lemon_Juice
1710,5.3,0.57,0.01,very_low,0.054,5,27,11.40424246,0.9934,3.57,medium,high,high,Orange_Juice
1711,5.1,0.26,0.34,high,0.034,26,99,11.64060659,0.99449,3.23,low,very_low,high,Lemon_Juice
1712,6.3,0.25,0.23,very_high,0.039,47,142,14.59647939,,3.14,low,,high,Lemon_Juice
1713,7.2,0.21,0.41,very_low,0.036,33,85,16.1296893,0.992,3.17,medium,low,,Lemon_Juice
1714,12.3,0.5,0.49,low,0.089,5,14,27.33663359,1.0002,3.19,low,low,low,Orange_Juice
1715,7,0.22,,low,0.052,15,76,15.74804989,0.993,3.2,low,low,high,Lemon_Juice
1716,6.5,0.41,0.22,medium,0.052,49,,14.32881311,0.9946,3.14,medium,very_low,low,Lemon_Juice
1717,6.7,0.27,0.12,very_low,0.041,62,138,14.565544,0.9921,3.21,low,low,high,Lemon_Juice
1718,5.7,0.25,0.22,very_high,0.049,50,125,12.67780596,0.99571,3.2,low,low,high,Lemon_Juice
1719,5.4,0.835,0.08,very_low,,13,93,12.06694563,0.9924,3.57,medium,high,high,Orange_Juice
1720,12.9,0.35,0.49,medium,0.066,5,35,28.0307721,1.0014,3.2,medium,medium,high,Orange_Juice
1721,6,0.2,0.24,medium,0.075,49,201,13.28943378,0.99466,3.21,low,low,low,Lemon_Juice
1722,6.1,1.1,0.16,medium,0.033,8,109,13.53657351,0.99058,3.35,low,high,low,Lemon_Juice
1723,8.2,0.2,0.36,very_high,0.035,60,163,18.25986542,,3.05,low,low,high,Lemon_Juice
1724,,0.5,0.39,,0.082,12,46,18.22479329,0.9985,3.43,medium,low,high,Orange_Juice
1725,6.8,0.21,0.26,very_high,0.038,61,152,15.00866703,0.99523,3.02,medium,,high,Lemon_Juice
1726,,0.96,0.2,very_low,0.047,15,60,16.92535496,0.9955,3.36,low,,low,Orange_Juice
1727,6.8,0.32,0.3,low,0.029,15,80,15.13337001,0.99061,3.33,medium,high,high,Lemon_Juice
1728,7.2,0.57,0.05,low,0.081,16,36,15.38367987,0.99564,3.38,medium,low,,Orange_Juice
1729,6,0.41,0.05,very_low,0.063,17,120,12.69111256,0.9932,3.21,medium,very_low,high,Lemon_Juice
1730,11.9,0.58,0.66,low,0.072,6,37,26.98102821,0.9992,3.05,medium,low,low,Orange_Juice
1731,7.1,0.2,0.3,very_low,0.019,4,28,15.9122574,0.98931,3.2,low,medium,high,Lemon_Juice
1732,7.1,0.21,0.27,very_high,0.056,26,111,15.04855787,0.9956,2.95,medium,low,low,Lemon_Juice
1733,7.5,0.4,1,very_high,0.041,33,148,18.40314711,0.9977,3.24,,medium,high,Lemon_Juice
1734,5.9,0.35,0.47,low,0.11,14,138,13.86670017,0.9932,3.09,low,very_low,low,
1735,5.3,0.32,0.23,very_high,0.026,26,119,12.11842235,0.99168,3.18,medium,high,high,Lemon_Juice
1736,6.7,,0.32,high,0.034,17,81,14.81084311,0.99512,3.29,low,low,high,Lemon_Juice
1737,6.8,0.24,0.31,very_high,0.046,40,142,15.14331763,1,3.3,low,very_low,low,Lemon_Juice
1738,6.9,0.27,0.41,very_low,0.047,6,134,16.07459437,0.9929,3.15,,medium,high,Lemon_Juice
1739,6.4,0.56,0.15,very_low,0.078,,65,13.83295082,0.99294,3.33,medium,low,high,Orange_Juice
1740,8.7,0.24,0.35,very_low,0.042,11,71,19.47013561,0.9926,3.08,low,low,low,
1741,5.6,0.615,0,very_low,,16,59,11.91555268,0.9943,3.58,medium,,low,Orange_Juice
1742,6.4,0.16,0.42,very_low,0.036,29,113,14.6099731,0.9908,3.18,medium,medium,high,Lemon_Juice
1743,6.6,0.18,0.26,very_high,0.051,17,149,14.18545778,0.9984,3,low,low,high,Lemon_Juice
1744,6.5,0.26,0.5,high,0.051,46,197,15.46555488,0.99536,3.18,low,low,low,
1745,6.7,,0.49,low,0.03,28,122,15.49972349,0.98926,3.13,,high,high,Lemon_Juice
1746,6.2,0.28,0.41,medium,0.043,50,188,14.28664361,0.99318,3.23,medium,medium,high,
1747,6.3,0.29,0.14,high,0.045,50,177,13.76488036,0.99564,3.23,low,very_low,,Lemon_Juice
1748,6.2,0.25,0.44,very_high,0.057,39,167,13.65755162,0.99804,3.14,medium,very_low,low,Lemon_Juice
1749,11.3,0.62,0.67,medium,0.086,6,19,25.50965835,0.9988,3.22,medium,high,high,Orange_Juice
1750,12.8,0.3,0.74,low,0.095,9,28,28.74011312,0.9994,3.2,medium,medium,high,Orange_Juice
1751,10.4,0.61,0.49,low,0.2,5,16,23.38124347,0.9994,3.16,medium,very_low,low,Orange_Juice
1752,11.6,0.475,0.4,very_low,0.091,6,28,25.44967514,0.99704,3.07,medium,low,high,Orange_Juice
1753,7.7,0.34,0.3,high,0.048,25,192,16.46018786,0.9951,2.97,low,medium,low,Lemon_Juice
1754,8.8,0.35,0.49,very_low,0.036,14,56,19.79497294,0.992,2.96,low,low,low,Lemon_Juice
1755,7.5,0.41,0.23,very_high,0.054,28,174,15.59230614,0.99898,3.18,low,low,low,Lemon_Juice
1756,6.4,0.69,,very_low,0.055,7,12,13.51971869,0.99162,3.47,medium,high,,
1757,7,0.13,0.37,very_high,0.042,36,105,16.63423633,0.99581,3.05,medium,low,high,Lemon_Juice
1758,6,0.34,0.66,very_high,0.046,26,164,15.2145156,0.9979,3.14,low,,high,Lemon_Juice
1759,7.2,,0.35,high,0.046,45,178,,0.9955,3.14,medium,low,low,Lemon_Juice
1760,,0.49,0.58,low,0.103,28,99,28.13090047,1.0008,3.16,medium,medium,high,
1761,7.4,0.36,0.3,very_low,0.074,17,24,15.88124174,0.99419,3.24,medium,medium,,Orange_Juice
1762,7.9,0.6,0.06,very_low,0.069,15,59,17.09724583,0.9964,3.3,,low,low,Orange_Juice
1763,10.6,,0.49,,0.067,6,21,23.55592935,0.9987,3.26,medium,low,high,Orange_Juice
1764,5.9,0.26,0.25,very_high,0.034,38,152,,0.9977,3.33,low,low,low,Lemon_Juice
1765,6,0.27,0.15,very_low,0.056,35,128,13.23463697,0.9936,3.12,low,very_low,low,Lemon_Juice
1766,5.9,0.18,0.29,medium,0.032,68,137,12.83458812,0.99159,3.21,low,medium,high,Lemon_Juice
1767,5.9,0.32,0.28,medium,0.039,34,94,12.73753514,0.98964,3.22,medium,high,high,Lemon_Juice
1768,9.7,0.24,0.49,,0.032,3,18,22.21352271,0.99368,2.85,,low,high,Lemon_Juice
1769,6.7,0.29,0.45,very_high,0.054,30,,14.97721658,,3.14,medium,,low,Lemon_Juice
1770,6.4,0.105,0.29,very_low,0.035,44,140,,0.99142,3.17,medium,low,high,Lemon_Juice
1771,6.7,0.16,0.49,low,0.046,57,187,15.07415178,0.9952,3.62,,low,high,Lemon_Juice
1772,5.2,0.24,0.45,low,0.027,21,128,12.33817482,0.992,3.55,low,medium,high,Lemon_Juice
1773,7.2,0.2,0.25,medium,,31,109,16.4833631,0.9949,3.23,low,low,low,Lemon_Juice
1774,7.3,0.25,0.28,very_low,0.043,19,113,15.94360888,0.99338,3.38,medium,low,high,Lemon_Juice
1775,8.1,0.28,0.34,very_low,0.035,11,126,17.31819197,0.99232,3.14,low,low,high,Lemon_Juice
1776,6.1,0.32,0.24,very_low,0.036,38,124,13.07568357,0.9898,3.29,low,high,high,Lemon_Juice
